"NAME","STREET","POST_CODE","CITY","LONGITUDE","LATITUDE","HUMIDITY_AVG","PRESSURE_AVG","TEMPERATURE_AVG","PM10_AVG","PM25_AVG","TIMESTAMP"
"SZKO?A PODSTAWOWA NR 10 IM. KS. JANA TWARDOWSKIEGO W CZECHOWICACH-DZIEDZICACH","POLNA","43-502","CZECHOWICE- DZIEDZICE","18.9966060939951","49.925400285385","53.14166666666667","959.0","15.716666666666667","6.833333333333333","6.166666666666667","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA NR 85 IM. KS. KAZIMIERZA JANCARZA W KRAKOWIE","OS. OSIEDLE Z?OTEGO WIEKU","31-615","KRAK?W-NOWA HUTA","20.000041997569085","50.09770523236809 ","68.575","961.4250000000001","14.233333333333334","3.4","2.733333333333333","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM. ?W. JANA KANTEGO W WYSOKIEJ G?OGOWSKIEJ","","36-061","WYSOKA G?OGOWSKA","22.022784853389915","50.15600185882948 ","71.05","968.6916666666666","10.6","15.941666666666668","13.808333333333332","2023-11-03 09:00:00.0"
"KATOLICKA SZKO?A PODSTAWOWA NR 7 IM. KS. KARD. STEFANA WYSZY?SKIEGO W WARSZAWIE","UL. OGRODOWA","00-893","WARSZAWA","20.99404047","52.23985942","63.083333333333336","979.3083333333333","12.658333333333333","5.266666666666667","4.458333333333333","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA NR 2 IM. M. KOPERNIKA W NOWYM TARGU","AL. MIKO?AJA KOPERNIKA","34-400","NOWY TARG","20.02746099763516
","49.47457620861803
","76.3","924.0166666666668","9.941666666666666","7.208333333333333","6.95","2023-11-03 09:00:00.0"
"PUBLICZNA SZKO?A PODSTAWOWA W G?SAWACH RZ?DOWYCH","","26-502","G?SAWY RZ?DOWE","20.93020993","51.20550951","72.18333333333332","1070.1083333333333","11.066666666666668","13.616666666666667","12.4","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM.JANA PAW?A WIELKIEGO W NOWYCH ?UKOWICACH","","33-151","NOWE ?UKOWICE","21.1379808","50.0897784","70.075","966.9833333333332","12.791666666666666","1.6916666666666667","1.9916666666666665","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA NR 15 IM. BOHATER?W S?DECCZYZNY W NOWYM S?CZU","UL. 29 LISTOPADA","33-300","NOWY S?CZ","20.7136659","49.6028522","66.575","957.5833333333334","13.35","2.733333333333333","3.0833333333333335","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM. GUSTAWA MORCINKA W KRZY?OWICACH","UL. SZKOLNA","43-254","KRZY?OWICE","18.6741042","49.9847274","64.34166666666667","958.775","14.633333333333333","4.666666666666667","4.533333333333334","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA Z ODDZIA?AMI INTEGRACYJNYMI W SZCZYTNIKACH","","32-112","SZCZYTNIKI","20.2865705","50.2369307","74.75833333333334","961.0749999999999","11.208333333333334","5.925","5.533333333333334","2023-11-03 09:00:00.0"
